company_name,country,registration_number,industry,description,website,facility_count,source,extracted_at
Morocco Industrial Group 745 SARL,Morocco,MO-929807,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company745.com,2,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 746 SPA,Morocco,MO-182130,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company746.com,12,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 747 SA,Morocco,MO-652548,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company747.com,7,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 748 LDA,Morocco,MO-693369,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company748.com,7,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 749 SPA,Morocco,MO-798687,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company749.com,2,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 750 SARL,Morocco,MO-456151,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company750.com,3,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 751 SA,Morocco,MO-488881,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company751.com,1,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 752 Company,Morocco,MO-945819,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company752.com,6,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 753 Company,Morocco,MO-501681,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company753.com,9,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 754 Ltd,Morocco,MO-341996,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company754.com,1,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 755 Company,Morocco,MO-592761,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company755.com,4,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 756 SPA,Morocco,MO-478004,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company756.com,5,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 757 Ltd,Morocco,MO-434322,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company757.com,9,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 758 Company,Morocco,MO-823640,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company758.com,5,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 759 SARL,Morocco,MO-862354,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company759.com,8,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 760 Company,Morocco,MO-381122,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company760.com,1,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 761 Ltd,Morocco,MO-289588,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company761.com,11,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 762 Company,Morocco,MO-210080,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company762.com,2,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 763 SARL,Morocco,MO-270162,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company763.com,2,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 764 SARL,Morocco,MO-887717,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company764.com,7,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 765 Ltd,Morocco,MO-986474,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company765.com,10,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 766 SPA,Morocco,MO-272210,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company766.com,9,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 767 LDA,Morocco,MO-169462,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company767.com,4,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 768 Company,Morocco,MO-139697,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company768.com,10,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 769 LDA,Morocco,MO-349898,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company769.com,10,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 770 Company,Morocco,MO-995558,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company770.com,5,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 771 Ltd,Morocco,MO-296626,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company771.com,11,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 772 SARL,Morocco,MO-322732,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company772.com,7,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 773 Ltd,Morocco,MO-840213,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company773.com,4,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 774 Ltd,Morocco,MO-666767,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company774.com,9,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 775 SARL,Morocco,MO-274637,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company775.com,7,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 776 Ltd,Morocco,MO-603446,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company776.com,3,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 777 SA,Morocco,MO-585985,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company777.com,6,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 778 SPA,Morocco,MO-891121,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company778.com,5,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 779 Ltd,Morocco,MO-412251,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company779.com,10,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 780 SPA,Morocco,MO-679363,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company780.com,12,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 781 SA,Morocco,MO-644912,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company781.com,12,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 782 SA,Morocco,MO-494669,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company782.com,8,OpenSupplyHub (synthetic),2025-12-24T11:58:00.772357
Morocco Industrial Group 783 SA,Morocco,MO-854005,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company783.com,9,OpenSupplyHub (synthetic),2025-12-24T11:58:00.772357
Morocco Industrial Group 784 SARL,Morocco,MO-813288,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company784.com,4,OpenSupplyHub (synthetic),2025-12-24T11:58:00.772357
Morocco Industrial Group 785 Company,Morocco,MO-185563,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company785.com,12,OpenSupplyHub (synthetic),2025-12-24T11:58:00.772357
Morocco Industrial Group 786 Ltd,Morocco,MO-406621,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company786.com,2,OpenSupplyHub (synthetic),2025-12-24T11:58:00.772357
Morocco Industrial Group 787 Company,Morocco,MO-211623,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company787.com,10,OpenSupplyHub (synthetic),2025-12-24T11:58:00.772357
Morocco Industrial Group 788 SPA,Morocco,MO-540764,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company788.com,8,OpenSupplyHub (synthetic),2025-12-24T11:58:00.772357
Morocco Industrial Group 789 SARL,Morocco,MO-747575,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company789.com,12,OpenSupplyHub (synthetic),2025-12-24T11:58:00.772357
